"FOLIO","P1_1","P1_2_1","P1_2_2","P1_3","P1_4_1","P1_4_2","P1_4_3","P1_4_4","P1_4_5","P1_4_6","P1_5","P4_1_1","P4_1_2","P4_1_3","ENT","FACTOR"
"00001176","05","04","01","1","2","2","2","2","1","2","01","2","2","2","28",2073
"00001177","04","01","03","2","","","","","","","","","","","28",513
"00001178","05","01","04","1","2","2","1","2","1","1","","2","1","4","18",420
"00001179","01","00","01","2","","","","","","","","","","","28",3731
"00001180","03","01","02","2","","","","","","","","","","","31",505
"00001181","03","01","02","2","","","","","","","","","","","18",139
"00001182","03","01","02","1","2","2","1","2","1","1","","1","2","1","18",544
"00001183","03","02","01","1","2","2","1","2","1","2","01","2","1","1","15",5403
"00001184","02","01","01","2","","","","","","","","","","","18",281
"00001185","05","04","01","1","2","1","1","2","1","1","","1","1","1","31",426
"00001186","04","02","02","1","1","2","1","1","1","1","","4","2","1","11",1872
"00001187","02","00","02","2","","","","","","","","","","","11",1679
"00001188","02","01","01","1","2","1","2","2","1","1","","2","1","2","04",403
"00001189","03","01","02","1","2","1","1","2","1","1","","1","1","3","02",1164
"00001190","02","01","01","2","","","","","","","","","","","24",800
"00001191","04","02","02","1","2","1","1","2","1","1","","1","1","1","31",715
"00001192","03","02","01","1","2","2","1","2","1","1","","1","1","1","18",352
"00001193","06","01","05","1","2","2","1","1","1","1","","2","1","1","27",478
"00001194","01","01","00","2","","","","","","","","","","","13",1833
"00001195","03","01","02","1","2","2","2","2","1","1","","9","9","9","23",963
"00001196","02","01","01","2","","","","","","","","","","","18",281
"00001197","04","02","02","2","","","","","","","","","","","01",196
"00001198","03","01","02","1","2","2","1","2","1","2","01","1","3","1","28",3894
"00001199","04","01","03","1","2","1","1","1","1","1","","1","1","1","11",1815
"00001200","02","01","01","2","","","","","","","","","","","10",610
"00001201","08","03","05","1","1","1","1","2","1","1","","1","1","1","17",161
"00001202","05","04","01","1","1","1","1","2","1","1","","1","1","2","27",482
"00001203","01","00","01","2","","","","","","","","","","","16",2252
"00001204","04","02","02","1","2","1","1","1","1","1","","1","1","2","24",1132
"00001205","05","02","03","2","","","","","","","","","","","09",2140
"00001206","07","03","04","1","2","2","2","2","1","2","01","1","1","1","30",6616
"00001207","04","03","01","1","2","2","1","2","1","1","","3","3","4","30",4813
"00001208","05","03","02","1","1","1","1","1","1","1","","1","1","1","07",1869
"00001209","04","02","02","1","2","1","1","2","1","1","","1","2","2","31",797
"00001210","02","01","01","2","","","","","","","","","","","13",957
"00001211","13","09","04","1","2","1","1","2","1","1","","1","1","1","12",117
"00001212","04","03","01","2","","","","","","","","","","","13",466
"00001213","04","01","03","1","2","1","1","2","1","1","","2","1","4","02",972
"00001214","02","01","01","1","2","2","1","2","1","1","","2","1","4","16",1931
"00001215","04","01","03","1","2","1","1","1","1","1","","2","2","2","25",1082
"00001216","05","03","02","1","2","2","2","2","2","2","06","1","1","1","32",263
"00001217","04","02","02","1","2","2","1","2","1","1","","1","2","1","31",851
"00001218","04","02","02","1","2","1","1","1","1","1","","1","1","1","14",4291
"00001219","03","01","02","2","","","","","","","","","","","07",751
"00001220","07","04","03","1","2","1","1","2","1","1","","1","2","2","01",624
"00001221","02","01","01","2","","","","","","","","","","","22",798
"00001222","05","03","02","1","2","2","1","2","1","2","01","2","1","1","24",554
"00001223","06","04","02","1","2","1","1","2","1","1","","1","1","2","31",383
"00001224","06","04","02","1","2","1","1","1","1","1","","1","3","2","25",2225
"00001225","01","00","01","1","2","1","1","2","1","1","","1","1","1","32",1013
"00001226","03","01","02","1","1","1","1","2","1","1","","1","1","1","32",317
"00001227","06","03","03","1","2","2","1","2","1","1","","3","2","2","32",361
"00001228","03","02","01","1","2","1","1","2","1","1","","1","2","1","13",1283
"00001229","05","02","03","1","2","1","1","2","1","1","","3","3","4","27",1033
"00001230","09","04","05","1","2","2","2","2","1","2","01","1","1","1","29",374
"00001231","04","02","02","2","","","","","","","","","","","12",305
"00001232","05","02","03","1","2","2","1","2","1","2","01","1","1","1","18",177
"00001233","04","03","01","1","2","1","1","2","1","1","","1","1","1","08",1587
"00001234","04","02","02","1","2","1","1","2","1","1","","2","2","3","02",1627
"00001235","06","02","04","1","2","2","1","2","1","2","01","2","1","2","29",332
"00001236","04","02","02","1","2","2","1","1","1","2","01","1","1","1","29",306
"00001237","03","01","02","2","","","","","","","","","","","29",176
"00001238","04","01","03","1","2","2","1","2","1","1","","1","2","2","03",314
"00001239","07","03","04","1","2","2","2","2","2","2","03","1","1","1","23",1845
"00001240","01","01","00","2","","","","","","","","","","","12",2010
"00001241","02","01","01","2","","","","","","","","","","","16",1104
"00001242","01","01","00","2","","","","","","","","","","","25",2168
"00001243","02","01","01","2","","","","","","","","","","","16",1104
"00001244","05","02","03","1","2","2","2","2","2","2","01","1","1","1","06",213
"00001245","05","02","03","1","2","2","1","2","2","1","","1","1","1","29",136
"00001246","02","01","01","2","","","","","","","","","","","24",800
"00001247","03","02","01","2","","","","","","","","","","","19",1843
"00001248","04","02","02","1","2","1","1","2","1","1","","1","1","1","31",697
"00001249","05","02","03","1","2","2","1","2","1","2","01","1","1","1","08",997
"00001250","01","01","00","2","","","","","","","","","","","14",5551
"00001251","05","02","03","1","2","2","1","2","1","1","","1","1","3","23",1060
"00001252","05","03","02","1","2","2","2","2","1","2","01","1","1","1","32",327
"00001253","02","01","01","2","","","","","","","","","","","32",324
"00001254","02","01","01","2","","","","","","","","","","","18",281
"00001255","01","00","01","2","","","","","","","","","","","09",8713
"00001256","04","02","02","1","2","2","1","2","1","1","","2","2","2","08",964
"00001257","03","02","01","2","","","","","","","","","","","31",555
"00001258","03","02","01","1","2","1","1","2","1","1","","1","2","2","02",1078
"00001259","03","01","02","1","2","1","1","2","1","1","","1","1","1","18",220
"00001260","06","04","02","2","","","","","","","","","","","09",1632
"00001261","04","02","02","1","2","1","1","2","1","1","","1","1","1","13",803
"00001262","05","03","02","2","","","","","","","","","","","07",423
"00001263","05","04","01","1","2","2","1","2","1","2","01","1","1","2","04",306
"00001264","02","01","01","1","1","1","1","2","1","1","","1","1","1","14",4112
"00001265","04","02","02","1","1","1","1","2","1","1","","2","2","2","06",154
"00001266","04","03","01","1","2","2","1","2","1","2","01","1","1","4","07",3471
"00001267","05","02","03","1","2","2","1","2","1","1","","1","1","2","07",2013
"00001268","04","02","02","1","2","2","1","2","1","2","02","1","1","2","13",842
"00001269","09","02","07","1","1","2","1","2","1","2","06","1","2","2","13",339
"00001270","04","03","01","1","2","2","1","1","1","1","","1","1","1","04",403
"00001271","04","02","02","1","2","2","2","2","1","2","01","2","3","3","12",1043
"00001272","01","01","00","2","","","","","","","","","","","23",1907
"00001273","03","01","02","1","2","2","1","2","1","1","","2","1","2","23",708
"00001274","05","02","03","1","2","2","1","2","1","1","","1","2","2","23",1192
"00001275","02","01","01","2","","","","","","","","","","","27",585
"00001276","01","00","01","2","","","","","","","","","","","30",5568
"00001277","06","02","04","1","2","2","1","2","1","2","01","1","1","1","30",2762
"00001278","02","02","00","1","2","1","2","2","1","1","","2","2","2","15",8286
"00001279","06","02","04","1","2","2","1","1","1","1","","1","1","1","15",1424
"00001280","02","01","01","1","2","2","2","2","1","2","06","2","2","2","30",4209
"00001281","06","04","02","1","2","2","2","2","1","1","","1","2","1","20",967
"00001282","05","03","02","1","2","2","1","2","1","1","","1","1","1","12",1330
"00001283","01","00","01","2","","","","","","","","","","","32",585
"00001284","02","01","01","2","","","","","","","","","","","15",4670
"00001285","02","01","01","1","2","1","1","2","1","1","","2","2","1","06",421
"00001286","02","01","01","2","","","","","","","","","","","12",839
"00001287","05","01","04","1","2","1","1","2","1","2","01","1","1","1","15",7350
"00001288","08","05","03","1","1","2","1","2","1","1","","1","1","1","15",2329
"00001289","03","01","02","2","","","","","","","","","","","27",379
"00001290","03","02","01","2","","","","","","","","","","","30",1683
"00001291","03","02","01","1","2","2","1","2","1","2","01","1","1","1","30",3452
"00001292","04","01","03","1","2","2","2","1","1","2","06","2","1","2","02",2449
"00001293","02","01","01","2","","","","","","","","","","","30",2651
"00001294","06","04","02","1","2","1","1","2","1","1","","1","1","2","30",3364
"00001295","05","03","02","2","","","","","","","","","","","20",176
"00001296","04","01","03","1","2","2","2","2","1","1","","2","2","2","20",1215
"00001297","01","00","01","2","","","","","","","","","","","30",5568
"00001298","02","00","02","1","2","2","2","2","1","1","","1","1","1","30",3943
"00001299","04","03","01","1","2","2","1","2","1","1","","1","1","1","02",2495
"00001300","02","01","01","2","","","","","","","","","","","02",1154
"00001301","03","01","02","1","2","2","1","2","1","1","","1","1","1","03",300
"00001302","03","02","01","1","2","1","1","1","2","1","","1","1","1","32",319
"00001303","10","05","05","1","2","2","2","2","1","2","01","2","2","2","02",642
"00001304","02","01","01","2","","","","","","","","","","","02",1154
"00001305","03","02","01","1","2","2","1","2","2","2","02","1","2","1","32",319
"00001306","03","02","01","2","","","","","","","","","","","02",687
"00001307","06","02","04","1","1","2","1","2","1","1","","1","1","3","15",6270
"00001308","03","01","02","1","2","2","1","2","1","1","","1","1","1","15",6958
"00001309","04","02","02","1","1","2","1","2","1","1","","1","1","2","26",1127
"00001310","05","03","02","1","2","1","1","1","1","1","","1","1","1","16",1053
"00001311","02","01","01","1","1","1","1","2","1","1","","2","2","3","03",316
"00001312","02","01","01","2","","","","","","","","","","","03",253
"00001313","01","01","00","2","","","","","","","","","","","02",2389
"00001314","05","03","02","1","2","1","2","2","1","1","","1","1","1","30",3649
"00001315","04","01","03","1","2","2","1","1","1","1","","1","1","1","30",2980
"00001316","03","02","01","2","","","","","","","","","","","04",165
"00001317","02","02","00","2","","","","","","","","","","","04",267
"00001318","04","02","02","1","2","2","1","1","1","1","","2","3","4","04",921
"00001319","01","01","00","2","","","","","","","","","","","02",2389
"00001320","03","02","01","1","2","2","2","1","1","1","","1","1","1","21",1711
"00001321","05","01","04","1","2","1","1","1","1","1","","1","1","1","06",401
"00001322","05","02","03","1","1","2","1","1","1","1","","1","1","1","27",732
"00001323","07","03","04","1","2","2","2","2","1","1","","3","3","3","20",1215
"00001324","01","01","00","2","","","","","","","","","","","31",1705
"00001325","01","00","01","2","","","","","","","","","","","21",3397
"00001326","01","01","00","1","2","2","2","1","1","1","","3","3","3","17",2310
"00001327","02","01","01","2","","","","","","","","","","","03",253
"00001328","02","01","01","2","","","","","","","","","","","17",527
"00001329","03","01","02","1","2","1","1","2","1","1","","1","1","3","20",621
"00001330","05","03","02","1","2","2","1","2","1","1","","2","1","2","04",353
"00001331","06","04","02","1","2","2","1","2","1","1","","1","1","1","04",156
"00001332","07","02","05","1","2","2","1","2","1","2","01","1","2","1","29",247
"00001333","02","00","02","1","2","2","2","2","1","1","","1","1","1","01",719
"00001334","02","01","01","2","","","","","","","","","","","01",441
"00001335","04","02","02","1","2","2","2","2","1","1","","3","3","2","21",1507
"00001336","04","03","01","1","2","2","1","2","1","2","01","1","1","1","20",428
"00001337","05","02","03","1","2","2","2","2","1","2","01","1","1","1","12",1525
"00001338","02","01","01","2","","","","","","","","","","","21",1468
"00001339","05","04","01","1","2","2","2","2","1","2","01","1","1","1","17",1523
"00001340","04","02","02","1","2","1","1","2","1","1","","1","1","1","29",184
"00001341","04","01","03","1","2","2","2","2","1","1","","1","1","1","27",831
"00001342","10","04","06","1","2","1","1","2","1","1","","3","3","3","11",5231
"00001343","03","02","01","1","2","1","2","2","1","1","","1","2","3","26",862
"00001344","02","01","01","2","","","","","","","","","","","26",874
"00001345","05","03","02","1","2","2","1","2","1","1","","1","1","2","26",1348
"00001346","04","02","02","1","2","2","2","2","1","1","","1","1","1","20",436
"00001347","05","03","02","1","1","1","1","1","1","1","","1","1","2","27",431
"00001348","06","02","04","1","2","2","2","2","1","2","06","2","2","2","27",319
"00001349","05","02","03","1","2","2","1","1","1","2","06","1","1","2","27",750
"00001350","01","00","01","2","","","","","","","","","","","29",659
"00001351","04","02","02","1","2","2","1","1","1","1","","1","1","1","01",415
"00001352","04","02","02","1","1","1","1","2","1","1","","1","1","1","11",4500
"00001353","02","00","02","1","2","1","1","2","1","1","","2","1","2","27",859
"00001354","02","00","02","2","","","","","","","","","","","21",1568
"00001355","01","01","00","2","","","","","","","","","","","01",925
"00001356","05","00","05","1","2","1","2","2","1","1","","2","2","2","13",2012
"00001357","04","02","02","2","","","","","","","","","","","20",263
"00001358","03","01","02","2","","","","","","","","","","","20",419
"00001359","05","04","01","1","1","1","1","1","1","1","","1","1","2","20",371
"00001360","02","01","01","2","","","","","","","","","","","17",527
"00001361","05","03","02","1","2","2","2","2","1","1","","3","2","3","17",1258
"00001362","05","02","03","1","2","1","1","2","1","1","","1","1","1","17",481
"00001363","03","01","02","1","2","2","1","2","1","1","","1","1","1","26",1439
"00001364","01","00","01","2","","","","","","","","","","","20",1766
"00001365","07","04","03","1","2","2","2","1","1","1","","1","1","1","26",2831
"00001366","03","02","01","1","2","1","1","2","1","1","","2","2","1","20",551
"00001367","03","02","01","1","2","2","1","2","1","2","01","1","1","1","26",862
"00001368","01","01","00","2","","","","","","","","","","","20",1734
"00001369","04","02","02","2","","","","","","","","","","","11",812
"00001370","05","02","03","1","2","1","1","2","1","1","","1","1","1","27",617
"00001371","02","01","01","1","2","1","1","2","1","1","","1","1","2","29",461
"00001372","04","02","02","1","2","1","2","1","1","1","","1","1","1","29",198
"00001373","03","02","01","2","","","","","","","","","","","03",197
"00001374","03","01","02","2","","","","","","","","","","","21",903
"00001375","06","02","04","1","2","2","1","1","1","1","","1","1","2","20",371
"00001376","06","03","03","1","2","1","1","2","1","1","","1","1","2","20",954
"00001377","03","02","01","1","1","1","1","1","1","1","","1","1","1","19",2264
"00001378","05","03","02","1","2","2","2","2","1","1","","1","2","2","03",637
"00001379","03","00","03","2","","","","","","","","","","","17",240
"00001380","05","01","04","1","2","2","2","2","1","2","06","3","2","2","04",683
"00001381","01","00","01","2","","","","","","","","","","","04",708
"00001382","03","02","01","1","2","1","1","2","1","1","","1","1","1","17",448
"00001383","07","02","05","1","1","2","1","2","2","1","","1","1","1","03",261
"00001384","04","01","03","1","2","2","2","2","1","1","","2","2","1","03",425
"00001385","02","01","01","1","1","1","1","1","1","1","","3","1","1","03",460
"00001386","03","00","03","2","","","","","","","","","","","26",638
"00001387","07","03","04","1","2","2","1","1","1","1","","1","1","2","26",808
"00001388","05","03","02","1","2","2","2","2","1","2","07","1","1","1","31",796
"00001389","02","01","01","2","","","","","","","","","","","20",738
"00001390","05","03","02","1","1","1","1","2","1","1","","1","1","1","26",961
"00001391","05","03","02","1","1","2","1","1","1","1","","2","2","2","26",1192
"00001392","04","01","03","1","1","1","1","1","1","1","","1","1","1","26",827
"00001393","04","02","02","1","2","1","2","2","1","2","06","1","1","3","26",696
"00001394","05","02","03","1","2","2","1","2","2","2","01","1","1","1","20",673
"00001395","07","03","04","1","1","1","1","1","1","1","","2","2","1","20",368
"00001396","05","01","04","1","2","1","2","2","1","1","","1","1","1","21",1040
"00001397","02","01","01","2","","","","","","","","","","","18",281
"00001398","02","01","01","1","2","2","1","2","1","2","01","9","2","2","14",5100
"00001399","04","02","02","1","2","1","1","2","1","1","","1","4","2","26",1108
"00001400","05","03","02","1","2","2","1","2","1","1","","1","1","1","26",540
"00001401","06","02","04","1","2","1","1","2","1","1","","2","2","3","05",1526
"00001402","02","01","01","2","","","","","","","","","","","20",738
"00001403","04","02","02","1","1","1","1","1","1","1","","1","1","1","15",3275
"00001404","01","00","01","2","","","","","","","","","","","24",1587
"00001405","03","02","01","1","2","1","1","1","1","1","","2","1","1","24",694
"00001406","04","02","02","1","2","1","1","2","1","1","","1","1","2","11",1960
"00001407","02","00","02","1","2","2","1","2","1","1","","1","1","1","29",836
"00001408","01","01","00","2","","","","","","","","","","","02",2389
"00001409","02","01","01","1","2","1","1","2","1","1","","3","3","3","24",1035
"00001410","04","02","02","1","1","1","1","1","1","1","","1","1","1","24",2032
"00001411","05","03","02","1","2","2","2","2","1","2","01","1","1","1","28",1340
"00001412","07","02","05","1","2","2","1","2","1","1","","1","1","2","05",2370
"00001413","03","01","02","1","2","1","1","2","1","1","","3","2","4","18",836
"00001414","05","03","02","1","2","2","2","2","1","2","01","1","1","1","25",1327
"00001415","03","01","02","1","2","2","2","2","1","2","01","2","2","2","30",2608
"00001416","03","02","01","1","1","1","1","2","1","1","","2","1","2","15",4233
"00001417","06","03","03","1","2","2","2","2","1","2","01","2","2","3","30",8059
"00001418","06","05","01","1","2","2","1","2","1","2","01","1","1","1","29",517
"00001419","02","01","01","2","","","","","","","","","","","11",1790
"00001420","02","01","01","2","","","","","","","","","","","13",957
"00001421","04","02","02","2","","","","","","","","","","","10",237
"00001422","01","00","01","2","","","","","","","","","","","06",416
"00001423","04","02","02","1","2","1","1","2","1","1","","1","2","2","09",2820
"00001424","03","01","02","1","1","1","1","1","1","1","","1","3","2","10",564
"00001425","03","02","01","1","2","2","1","2","1","1","","1","1","1","09",3350
"00001426","02","01","01","2","","","","","","","","","","","18",281
"00001427","05","01","04","1","2","1","2","2","1","1","","1","1","1","26",702
"00001428","04","02","02","1","2","1","1","1","1","1","","3","1","1","09",3845
"00001429","04","03","01","1","2","1","1","1","1","1","","1","1","2","32",214
"00001430","02","01","01","2","","","","","","","","","","","02",1154
"00001431","03","02","01","1","2","1","1","2","1","1","","1","1","1","13",817
"00001432","04","02","02","1","2","2","1","2","1","1","","1","1","1","13",1077
"00001433","08","03","05","1","2","2","2","1","1","1","","1","1","1","03",221
"00001434","01","00","01","2","","","","","","","","","","","20",1766
"00001435","04","02","02","1","1","1","1","1","1","1","","1","1","2","15",5467
"00001436","05","03","02","1","2","1","1","2","1","1","","1","2","1","09",3322
"00001437","02","01","01","2","","","","","","","","","","","01",441
"00001438","01","01","00","1","2","1","1","2","1","1","","1","1","1","12",2879
"00001439","07","04","03","1","1","1","1","1","1","1","","1","4","1","20",1461
"00001440","02","01","01","2","","","","","","","","","","","10",610
"00001441","04","02","02","1","1","1","1","2","1","1","","1","1","1","23",1197
"00001442","05","01","04","1","2","2","2","2","1","2","01","1","1","2","30",1591
"00001443","04","02","02","1","2","2","1","2","1","2","01","1","1","2","05",1599
"00001444","01","00","01","2","","","","","","","","","","","16",2252
"00001445","04","02","02","1","2","2","1","2","1","2","99","1","1","1","10",447
"00001446","05","03","02","1","2","2","1","2","1","2","01","1","1","1","30",3277
"00001447","02","01","01","2","","","","","","","","","","","29",288
"00001448","04","01","03","1","2","2","1","2","1","1","","1","1","1","05",1306
"00001449","06","03","03","1","1","2","2","1","1","2","01","1","1","1","07",299
"00001450","02","00","02","2","","","","","","","","","","","15",4339
"00001451","05","01","04","1","2","2","2","2","1","2","01","1","2","2","25",3048
"00001452","02","00","02","2","","","","","","","","","","","25",964
"00001453","03","02","01","1","2","2","1","2","1","1","","3","1","2","13",978
"00001454","04","01","03","1","2","1","2","1","1","2","01","1","1","1","26",823
"00001455","04","03","01","1","2","1","1","2","1","1","","1","1","1","15",3085
"00001456","04","02","02","1","2","1","1","2","1","1","","1","1","1","27",962
"00001457","02","01","01","1","1","1","1","2","1","1","","1","1","1","18",386
"00001458","02","01","01","2","","","","","","","","","","","30",2651
"00001459","04","03","01","1","2","1","1","2","1","1","","1","2","1","24",1054
"00001460","04","02","02","1","2","2","2","2","1","1","","1","1","1","01",476
"00001461","05","02","03","1","2","1","1","2","1","1","","3","1","1","11",3109
"00001462","04","02","02","1","2","2","1","2","1","1","","1","1","1","09",2649
"00001463","06","03","03","1","2","2","1","2","1","1","","2","1","1","11",11280
"00001464","04","02","02","1","1","1","1","1","1","1","","1","1","1","26",1094
"00001465","01","01","00","1","2","1","1","2","1","1","","1","1","1","15",16199
"00001466","03","01","02","1","2","1","1","2","1","1","","1","1","1","05",1792
"00001467","05","02","03","1","2","2","1","1","1","1","","1","2","2","22",1789
"00001468","04","02","02","2","","","","","","","","","","","05",575
"00001469","07","04","03","1","2","2","2","2","1","2","01","2","1","3","21",2196
"00001470","05","02","03","1","2","1","1","1","1","1","","2","2","3","24",827
"00001471","04","03","01","1","2","2","1","1","1","1","","2","2","1","29",645
"00001472","03","01","02","2","","","","","","","","","","","29",176
"00001473","08","04","04","1","2","2","2","2","1","1","","1","1","1","16",554
"00001474","02","01","01","2","","","","","","","","","","","15",4670
"00001475","03","01","02","1","1","1","1","2","1","1","","1","1","1","09",4859
"00001476","01","01","00","1","2","2","2","2","1","2","02","2","2","2","12",2879
"00001477","05","03","02","1","2","2","1","1","1","1","","1","1","1","02",1074
"00001478","06","03","03","1","2","2","1","1","1","1","","1","1","1","15",1805
"00001479","03","02","01","2","","","","","","","","","","","26",572
"00001480","04","02","02","2","","","","","","","","","","","07",545
"00001481","02","00","02","1","1","2","1","2","1","1","","1","1","1","15",6800
"00001482","05","03","02","1","1","1","1","1","1","1","","2","2","2","32",700
"00001483","04","02","02","2","","","","","","","","","","","19",1548
"00001484","04","02","02","2","","","","","","","","","","","01",196
"00001485","06","04","02","1","2","2","1","2","1","1","","1","1","2","07",2066
"00001486","03","02","01","1","2","2","1","2","1","1","","2","3","3","12",1283
"00001487","05","02","03","1","1","1","1","1","1","1","","1","1","1","23",1705
"00001488","02","01","01","2","","","","","","","","","","","08",1261
"00001489","04","03","01","1","2","2","2","2","1","2","06","1","1","1","32",397
"00001490","06","02","04","1","2","2","1","2","1","1","","2","2","2","20",561
"00001491","04","02","02","1","1","2","1","2","1","1","","1","1","1","02",1264
"00001492","06","03","03","1","2","1","1","2","1","1","","1","1","2","07",1939
"00001493","03","01","02","1","2","2","1","1","1","1","","1","1","1","22",888
"00001494","04","02","02","1","2","1","1","2","1","1","","1","1","1","08",855
"00001495","02","01","01","2","","","","","","","","","","","31",804
"00001496","02","01","01","2","","","","","","","","","","","21",1468
"00001497","03","00","03","1","2","1","1","2","1","1","","1","2","3","18",268
"00001498","02","01","01","2","","","","","","","","","","","16",1104
"00001499","02","00","02","2","","","","","","","","","","","09",4804
"00001500","03","01","02","1","2","2","1","2","1","1","","1","1","1","06",232
"00001501","05","02","03","1","2","2","2","1","1","1","","1","1","2","23",551
"00001502","01","00","01","2","","","","","","","","","","","01",948
"00001503","01","01","00","2","","","","","","","","","","","11",3880
"00001504","03","02","01","2","","","","","","","","","","","06",166
"00001505","05","02","03","1","2","1","1","1","1","1","","1","1","1","14",2555
"00001506","04","03","01","1","2","2","1","2","1","2","07","1","1","1","27",332
"00001507","06","04","02","2","","","","","","","","","","","20",122
"00001508","03","02","01","2","","","","","","","","","","","18",207
"00001509","04","01","03","1","2","2","1","2","1","2","01","1","1","1","10",463
"00001510","04","02","02","2","","","","","","","","","","","30",1131
"00001511","03","02","01","1","2","2","1","1","1","1","","2","2","1","17",610
"00001512","05","03","02","1","2","2","1","2","1","1","","2","2","2","17",1235
"00001513","02","01","01","2","","","","","","","","","","","09",4378
"00001514","01","01","00","2","","","","","","","","","","","14",5551
"00001515","06","03","03","1","2","2","1","1","1","1","","1","1","3","19",3099
"00001516","02","01","01","2","","","","","","","","","","","19",2529
"00001517","06","02","04","1","2","2","1","2","1","2","01","1","1","1","25",1581
"00001518","01","00","01","2","","","","","","","","","","","27",1311
"00001519","02","01","01","2","","","","","","","","","","","25",1100
"00001520","02","01","01","2","","","","","","","","","","","05",1292
"00001521","01","00","01","2","","","","","","","","","","","22",1656
"00001522","02","01","01","2","","","","","","","","","","","22",798
"00001523","06","04","02","1","1","2","1","2","1","1","","1","1","1","29",106
"00001524","04","02","02","1","2","1","1","2","1","1","","2","2","2","09",5482
"00001525","06","03","03","1","2","2","1","2","1","1","","1","1","3","22",1128
"00001526","03","02","01","1","2","1","1","2","1","1","","1","1","3","27",563
"00001527","02","01","01","2","","","","","","","","","","","12",839
"00001528","07","05","02","1","2","2","1","2","1","2","01","1","1","1","22",1471
"00001529","04","02","02","2","","","","","","","","","","","19",1548
"00001530","04","02","02","2","","","","","","","","","","","22",418
"00001531","03","02","01","1","2","2","1","2","1","1","","1","1","1","11",2388
"00001532","04","02","02","1","1","1","1","1","1","1","","1","1","1","14",3034
"00001533","01","01","00","1","1","2","2","2","1","2","02","2","2","2","20",2881
"00001534","03","01","02","1","2","2","1","2","1","1","","2","2","1","02",1045
"00001535","04","02","02","1","1","1","1","1","1","1","","1","1","1","03",577
"00001536","03","01","02","1","2","2","2","2","1","1","","1","2","1","22",1534
"00001537","08","05","03","1","2","1","1","2","1","1","","1","1","1","16",1244
"00001538","02","01","01","2","","","","","","","","","","","06",228
"00001539","04","02","02","1","2","2","1","1","1","1","","1","1","1","27",487
"00001540","03","00","03","1","1","2","1","1","1","1","","1","1","4","23",969
"00001541","02","01","01","2","","","","","","","","","","","08",1261
"00001542","03","02","01","1","2","2","1","1","1","1","","2","2","2","17",494
"00001543","02","01","01","2","","","","","","","","","","","20",738
"00001544","04","03","01","2","","","","","","","","","","","20",258
"00001545","01","00","01","2","","","","","","","","","","","18",507
"00001546","06","03","03","1","2","2","1","2","1","1","","1","1","2","20",576
"00001547","04","02","02","1","1","1","2","2","1","1","","1","2","1","01",445
"00001548","03","01","02","1","2","2","1","2","1","1","","1","1","4","19",2635
"00001549","07","05","02","1","2","2","1","2","1","2","01","1","1","1","12",751
"00001550","01","01","00","1","2","1","1","2","1","1","","2","2","2","27",1716
"00001551","08","04","04","1","2","2","1","2","2","2","01","1","1","1","17",1184
"00001552","01","01","00","2","","","","","","","","","","","02",2389
"00001553","03","01","02","1","2","2","1","2","1","1","","2","2","1","21",2861
"00001554","06","04","02","1","2","1","1","2","1","1","","1","1","1","14",4446
"00001555","03","02","01","1","2","2","1","2","1","2","99","4","3","1","17",1081
"00001556","04","02","02","1","2","1","1","2","1","1","","1","1","1","08",1226
"00001557","05","03","02","1","1","2","1","2","1","1","","1","1","2","13",1365
"00001558","02","01","01","2","","","","","","","","","","","11",1790
"00001559","03","02","01","1","2","1","1","1","1","1","","1","1","1","02",1194
"00001560","03","02","01","1","1","1","1","1","1","1","","1","1","1","18",504
"00001561","03","01","02","1","2","1","1","2","1","1","","2","2","3","06",241
"00001562","05","02","03","1","2","1","1","2","1","1","","1","1","1","22",1252
"00001563","05","02","03","1","2","2","1","2","1","1","","1","2","2","08",2289
"00001564","04","01","03","1","2","1","1","1","1","1","","1","1","1","02",2027
"00001565","04","02","02","1","2","2","1","2","1","1","","1","2","2","27",573
"00001566","04","03","01","1","2","1","1","2","1","1","","2","2","1","18",416
"00001567","04","01","03","1","1","2","1","2","1","1","","1","1","1","15",2586
"00001568","02","01","01","2","","","","","","","","","","","29",288
"00001569","03","02","01","1","2","1","2","2","1","1","","1","2","1","29",217
"00001570","02","01","01","2","","","","","","","","","","","10",610
"00001571","05","02","03","1","2","1","1","1","1","1","","1","1","3","09",3770
"00001572","01","00","01","2","","","","","","","","","","","29",659
"00001573","04","01","03","1","1","1","1","2","1","1","","1","1","4","15",5297
"00001574","01","00","01","2","","","","","","","","","","","01",948
"00001575","04","02","02","1","2","1","1","2","1","1","","1","1","1","08",770
"00001576","02","01","01","2","","","","","","","","","","","22",798
"00001577","03","00","03","1","2","1","1","2","1","1","","1","1","2","13",990
"00001578","06","01","05","1","2","2","2","2","1","2","01","1","1","1","15",4257
"00001579","05","03","02","1","2","1","1","2","1","2","06","1","1","1","03",392
"00001580","01","01","00","2","","","","","","","","","","","10",1492
"00001581","03","01","02","2","","","","","","","","","","","25",745
"00001582","02","01","01","2","","","","","","","","","","","15",4670
"00001583","07","05","02","1","2","2","2","2","1","2","01","1","2","2","15",3611
"00001584","05","03","02","1","2","2","1","2","1","1","","1","1","1","19",2643
"00001585","03","01","02","1","2","2","1","2","1","1","","1","1","1","12",1180
"00001586","04","03","01","1","2","2","2","2","1","2","01","1","1","3","20",2191
"00001587","04","02","02","1","2","1","1","2","1","1","","1","1","9","19",2269
