"FOLIO","P1_1","P1_2_1","P1_2_2","P1_3","P1_4_1","P1_4_2","P1_4_3","P1_4_4","P1_4_5","P1_4_6","P1_5","P4_1_1","P4_1_2","P4_1_3","ENT","FACTOR"
"00001588","05","02","03","1","2","1","1","1","1","1","","1","1","2","23",1026
"00001589","02","01","01","2","","","","","","","","","","","27",585
"00001590","07","02","05","2","","","","","","","","","","","26",284
"00001591","03","01","02","1","2","1","1","2","1","1","","1","1","1","20",755
"00001592","04","02","02","1","1","2","1","2","1","1","","1","1","3","23",762
"00001593","03","02","01","2","","","","","","","","","","","18",207
"00001594","02","01","01","1","1","2","1","2","1","1","","2","2","3","27",1172
"00001595","05","02","03","2","","","","","","","","","","","03",127
"00001596","03","01","02","1","2","2","1","2","1","2","02","1","1","1","05",1812
"00001597","02","02","00","1","2","2","1","1","1","2","01","1","1","1","02",1854
"00001598","03","02","01","1","1","1","1","2","1","1","","1","2","1","08",1250
"00001599","02","01","01","1","2","1","1","2","1","1","","1","1","1","21",2422
"00001600","02","01","01","2","","","","","","","","","","","12",839
"00001601","04","02","02","1","2","1","1","2","1","1","","2","1","2","05",2926
"00001602","03","01","02","1","2","2","1","2","1","1","","2","1","1","19",2642
"00001603","05","01","04","1","2","1","1","2","1","2","01","1","1","1","32",619
"00001604","05","03","02","1","2","2","1","2","1","2","01","1","1","1","24",1351
"00001605","04","02","02","1","2","1","1","2","1","1","","1","1","1","24",1884
"00001606","03","01","02","2","","","","","","","","","","","32",201
"00001607","05","02","03","1","2","2","2","2","1","2","01","2","2","2","16",2078
"00001608","05","02","03","1","2","2","1","2","1","2","01","1","1","1","11",2659
"00001609","01","01","00","2","","","","","","","","","","","07",2631
"00001610","04","01","03","1","2","1","1","2","1","1","","2","1","2","04",293
"00001611","04","02","02","1","2","2","2","2","1","2","01","2","2","1","29",362
"00001612","04","03","01","1","2","1","1","1","1","1","","1","1","1","28",1070
"00001613","08","04","04","1","2","2","1","2","1","2","06","2","2","1","20",646
"00001614","04","02","02","1","2","1","2","2","1","2","01","1","2","2","13",1952
"00001615","03","02","01","1","2","1","1","1","1","2","06","2","1","3","21",2572
"00001616","06","04","02","1","2","2","2","2","1","2","01","1","2","1","20",337
"00001617","01","00","01","2","","","","","","","","","","","29",659
"00001618","05","02","03","1","2","1","1","1","1","1","","2","2","1","05",1749
"00001619","02","01","01","2","","","","","","","","","","","16",1104
"00001620","05","04","01","1","2","2","2","2","2","2","01","4","2","2","20",1967
"00001621","04","01","03","1","2","2","1","1","1","2","06","2","2","2","31",932
"00001622","05","03","02","2","","","","","","","","","","","20",176
"00001623","02","01","01","2","","","","","","","","","","","02",1154
"00001624","03","02","01","1","2","2","1","2","2","2","01","2","2","2","19",2264
"00001625","05","03","02","1","2","2","1","2","1","1","","1","1","1","28",871
"00001626","09","03","06","1","2","1","1","2","1","1","","2","2","1","31",631
"00001627","05","03","02","2","","","","","","","","","","","32",148
"00001628","03","01","02","1","2","2","1","2","1","2","01","1","1","2","10",741
"00001629","02","02","00","2","","","","","","","","","","","08",1368
"00001630","03","03","00","1","2","1","1","2","1","2","02","2","2","2","15",9399
"00001631","05","03","02","1","1","2","1","2","1","1","","1","1","2","19",2453
"00001632","06","04","02","1","2","1","1","2","1","1","","1","1","1","22",769
"00001633","05","03","02","1","2","2","1","2","1","1","","1","1","1","03",332
"00001634","02","01","01","1","2","2","1","2","1","2","01","1","1","3","09",5462
"00001635","03","01","02","1","2","1","1","1","1","1","","2","1","1","25",972
"00001636","02","02","00","1","2","2","1","2","1","1","","2","1","1","27",1090
"00001637","10","06","04","1","1","1","1","1","1","1","","2","1","2","31",318
"00001638","04","02","02","1","2","1","1","1","1","1","","1","2","1","16",1844
"00001639","02","01","01","1","2","1","1","2","1","1","","1","1","2","09",5462
"00001640","06","04","02","1","2","1","1","2","1","1","","2","2","2","23",1549
"00001641","04","02","02","1","2","2","1","2","1","2","01","1","1","1","29",195
"00001642","02","01","01","2","","","","","","","","","","","32",324
"00001643","02","01","01","2","","","","","","","","","","","32",324
"00001644","04","02","02","1","2","2","1","2","1","1","","1","1","1","01",514
"00001645","03","01","02","1","2","1","1","2","1","1","","1","1","1","13",2346
"00001646","02","01","01","2","","","","","","","","","","","13",957
"00001647","06","04","02","1","2","2","1","2","1","1","","1","1","1","07",1084
"00001648","02","01","01","2","","","","","","","","","","","03",253
"00001649","06","04","02","2","","","","","","","","","","","29",59
"00001650","01","00","01","2","","","","","","","","","","","06",416
"00001651","03","01","02","1","2","2","1","2","1","1","","2","2","3","15",4617
"00001652","05","03","02","1","2","2","1","2","1","1","","1","2","2","29",431
"00001653","02","01","01","2","","","","","","","","","","","02",1154
"00001654","03","01","02","1","2","2","1","2","1","2","01","1","1","4","04",727
"00001655","01","00","01","2","","","","","","","","","","","08",2474
"00001656","03","02","01","1","2","1","1","1","1","1","","2","2","4","20",885
"00001657","02","01","01","2","","","","","","","","","","","25",1100
"00001658","04","02","02","1","2","2","1","2","1","1","","1","2","2","05",1862
"00001659","06","03","03","1","2","2","1","2","2","1","","1","2","3","10",1338
"00001660","05","02","03","1","2","2","1","2","1","2","01","1","1","1","01",998
"00001661","03","01","02","1","2","2","1","2","1","1","","1","1","1","05",1232
"00001662","06","02","04","1","2","1","1","2","1","1","","1","1","1","21",1280
"00001663","02","01","01","2","","","","","","","","","","","14",3074
"00001664","02","01","01","2","","","","","","","","","","","31",804
"00001665","03","00","03","2","","","","","","","","","","","32",169
"00001666","06","03","03","1","1","2","1","2","1","1","","1","1","1","10",1482
"00001667","03","01","02","1","1","2","2","2","1","2","09","1","1","1","01",1099
"00001668","04","01","03","1","1","2","1","2","1","1","","1","3","1","18",215
"00001669","03","01","02","1","2","1","1","2","1","1","","1","1","2","22",1134
"00001670","03","00","03","1","2","2","1","2","1","2","01","1","1","1","01",983
"00001671","02","01","01","2","","","","","","","","","","","06",228
"00001672","10","06","04","2","","","","","","","","","","","16",296
"00001673","07","06","01","1","2","1","1","2","1","1","","3","3","2","22",955
"00001674","06","03","03","1","2","2","1","1","1","1","","3","3","1","16",2318
"00001675","05","01","04","2","","","","","","","","","","","10",133
"00001676","06","03","03","1","2","2","1","2","1","2","01","1","1","1","22",2298
"00001677","05","03","02","1","2","1","1","2","1","2","02","3","4","3","06",354
"00001678","03","01","02","1","2","1","1","2","1","1","","1","3","1","20",699
"00001679","03","01","02","1","1","1","1","1","1","1","","1","1","1","12",2649
"00001680","03","01","02","2","","","","","","","","","","","11",1101
"00001681","05","03","02","1","2","2","2","1","1","1","","2","3","4","28",855
"00001682","07","04","03","1","2","2","1","2","1","1","","2","2","2","09",2187
"00001683","02","01","01","2","","","","","","","","","","","05",1292
"00001684","02","01","01","1","1","1","1","2","1","1","","1","1","1","05",3636
"00001685","02","01","01","2","","","","","","","","","","","19",2529
"00001686","04","02","02","1","2","2","1","1","1","1","","1","3","4","15",6526
"00001687","04","01","03","1","2","1","1","2","1","1","","1","1","1","24",1207
"00001688","08","05","03","2","","","","","","","","","","","29",35
"00001689","01","00","01","2","","","","","","","","","","","14",5722
"00001690","01","00","01","2","","","","","","","","","","","22",1656
"00001691","01","01","00","2","","","","","","","","","","","01",925
"00001692","02","01","01","2","","","","","","","","","","","15",4670
"00001693","04","02","02","1","1","1","1","2","1","1","","1","1","1","01",700
"00001694","01","01","00","2","","","","","","","","","","","32",696
"00001695","03","01","02","1","1","1","1","1","1","1","","1","1","2","09",5667
"00001696","05","03","02","2","","","","","","","","","","","29",81
"00001697","02","01","01","1","1","2","1","2","1","1","","1","2","9","04",860
"00001698","03","02","01","2","","","","","","","","","","","14",2202
"00001699","01","00","01","2","","","","","","","","","","","15",9130
"00001700","04","02","02","1","2","2","1","2","1","1","","1","1","1","01",476
"00001701","02","01","01","2","","","","","","","","","","","14",3074
"00001702","02","01","01","2","","","","","","","","","","","10",610
"00001703","01","01","00","2","","","","","","","","","","","25",2168
"00001704","04","01","03","1","2","1","1","2","1","1","","1","1","1","31",637
"00001705","04","03","01","2","","","","","","","","","","","07",571
"00001706","01","01","00","2","","","","","","","","","","","12",2010
"00001707","01","00","01","2","","","","","","","","","","","01",948
"00001708","04","02","02","1","2","2","1","2","1","2","02","1","1","1","26",758
"00001709","03","01","02","1","2","2","1","2","1","2","01","1","1","1","12",852
"00001710","05","02","03","1","1","1","1","2","1","1","","2","2","1","06",314
"00001711","03","01","02","1","1","1","1","2","1","1","","1","1","1","10",673
"00001712","05","02","03","1","2","2","1","2","1","1","","1","1","3","21",2227
"00001713","06","04","02","1","2","1","1","1","1","1","","1","1","1","22",700
"00001714","05","02","03","1","2","2","1","2","1","1","","1","1","1","15",2273
"00001715","04","02","02","1","2","2","1","2","1","2","01","2","4","4","16",1561
"00001716","01","00","01","2","","","","","","","","","","","09",8713
"00001717","04","02","02","1","2","1","1","1","1","1","","1","1","1","03",197
"00001718","05","03","02","1","1","1","1","2","1","1","","1","1","1","27",623
"00001719","10","02","08","2","","","","","","","","","","","10",28
"00001720","06","03","03","1","2","2","2","2","1","1","","1","1","1","17",149
"00001721","05","03","02","1","2","1","1","1","1","1","","1","1","2","13",989
"00001722","04","01","03","1","2","1","1","2","1","1","","1","1","2","31",537
"00001723","01","01","00","2","","","","","","","","","","","29",628
"00001724","02","01","01","1","2","1","1","2","1","1","","1","1","1","09",4745
"00001725","06","03","03","1","2","2","1","1","1","1","","2","2","2","22",1030
"00001726","06","03","03","1","2","2","1","2","1","2","01","1","1","1","32",597
"00001727","02","00","02","1","2","2","1","2","1","2","01","2","2","4","06",374
"00001728","02","01","01","2","","","","","","","","","","","31",804
"00001729","01","01","00","1","2","2","1","2","1","2","02","2","2","2","16",3390
"00001730","06","04","02","1","2","2","2","2","2","2","09","1","1","1","10",236
"00001731","03","02","01","1","1","1","1","1","1","1","","1","1","1","15",5403
"00001732","06","05","01","1","1","1","1","2","1","1","","4","2","4","28",2357
"00001733","03","02","01","1","1","2","1","2","1","1","","2","3","1","32",338
"00001734","01","01","00","2","","","","","","","","","","","03",488
"00001735","03","02","01","1","2","2","1","2","1","1","","3","2","2","02",2604
"00001736","01","01","00","2","","","","","","","","","","","22",1467
"00001737","02","01","01","2","","","","","","","","","","","17",527
"00001738","02","01","01","1","1","1","1","2","1","1","","3","3","1","03",469
"00001739","02","00","02","2","","","","","","","","","","","16",1283
"00001740","04","03","01","1","2","1","1","2","1","1","","1","1","1","17",521
"00001741","02","01","01","2","","","","","","","","","","","14",3074
"00001742","04","02","02","1","2","1","1","2","1","1","","1","1","1","28",2492
"00001743","03","02","01","1","2","1","1","2","1","1","","1","1","1","22",811
"00001744","04","01","03","1","2","1","1","1","1","1","","2","2","1","12",1063
"00001745","04","02","02","1","1","1","1","2","1","1","","1","1","2","01",409
"00001746","03","02","01","1","2","2","1","2","1","2","01","1","1","1","10",655
"00001747","03","01","02","2","","","","","","","","","","","21",903
"00001748","03","01","02","2","","","","","","","","","","","10",332
"00001749","05","01","04","1","1","2","1","1","1","1","","1","1","1","17",242
"00001750","02","01","01","2","","","","","","","","","","","18",281
"00001751","07","06","01","1","2","2","1","2","1","2","01","1","1","1","29",73
"00001752","03","02","01","2","","","","","","","","","","","08",858
"00001753","04","02","02","1","2","1","1","2","1","2","01","1","1","1","06",236
"00001754","03","01","02","1","2","1","1","1","1","1","","1","1","1","02",4138
"00001755","01","01","00","1","2","2","1","2","1","1","","2","2","2","29",1005
"00001756","02","01","01","2","","","","","","","","","","","31",804
"00001757","05","03","02","1","2","1","1","2","1","1","","2","1","1","29",435
"00001758","05","01","04","1","2","1","1","2","1","1","","2","2","1","01",300
"00001759","03","02","01","1","1","1","1","1","1","1","","3","2","2","29",347
"00001760","02","01","01","2","","","","","","","","","","","25",1100
"00001761","02","01","01","2","","","","","","","","","","","18",281
"00001762","05","03","02","1","2","2","2","2","1","1","","1","1","1","27",460
"00001763","01","00","01","2","","","","","","","","","","","11",3641
"00001764","05","03","02","1","2","2","1","2","1","1","","1","2","2","08",1483
"00001765","03","01","02","2","","","","","","","","","","","32",201
"00001766","02","00","02","1","2","1","2","2","1","1","","1","1","1","14",4493
"00001767","04","02","02","1","2","2","1","1","1","1","","2","2","2","29",353
"00001768","02","01","01","2","","","","","","","","","","","01",441
"00001769","02","01","01","1","2","1","1","1","1","1","","1","1","1","16",2820
